date,port,congestion_score,avg_queue_length_vessels,avg_wait_hours,is_synthetic,proxy_source
2026-04-03,Singapore,0.5917,6,58.6,True,Weather-Correlated Engine
2026-04-03,Rotterdam,0.5468,5,54.1,True,Weather-Correlated Engine
2026-04-03,Los Angeles,0.5144,4,50.9,True,Weather-Correlated Engine
2026-04-04,Shanghai,0.6045,6,59.8,True,Weather-Correlated Engine
2026-04-04,Singapore,0.5785,4,57.3,True,Weather-Correlated Engine
2026-04-04,Rotterdam,0.5785,5,57.3,True,Weather-Correlated Engine
2026-04-04,Los Angeles,0.5167,5,51.2,True,Weather-Correlated Engine
2026-04-05,Shanghai,0.6164,7,61.0,True,Weather-Correlated Engine
2026-04-05,Singapore,0.595,5,58.9,True,Weather-Correlated Engine
2026-04-05,Rotterdam,0.5758,4,57.0,True,Weather-Correlated Engine
2026-04-05,Los Angeles,0.4963,5,49.1,True,Weather-Correlated Engine
2026-04-06,Shanghai,0.6139,6,60.8,True,Weather-Correlated Engine
2026-04-06,Singapore,0.5919,5,58.6,True,Weather-Correlated Engine
2026-04-06,Rotterdam,0.5446,5,53.9,True,Weather-Correlated Engine
2026-04-06,Los Angeles,0.4854,3,48.1,True,Weather-Correlated Engine
2026-04-07,Shanghai,0.6405,5,63.4,True,Weather-Correlated Engine
2026-04-07,Singapore,0.5958,4,59.0,True,Weather-Correlated Engine
2026-04-07,Rotterdam,0.5715,6,56.6,True,Weather-Correlated Engine
2026-04-07,Los Angeles,0.5086,4,50.4,True,Weather-Correlated Engine
2026-04-08,Shanghai,0.6499,5,64.3,True,Weather-Correlated Engine
2026-04-08,Singapore,0.6129,6,60.7,True,Weather-Correlated Engine
2026-04-08,Rotterdam,0.5538,4,54.8,True,Weather-Correlated Engine
2026-04-08,Los Angeles,0.5132,5,50.8,True,Weather-Correlated Engine
2026-04-09,Shanghai,0.6384,7,63.2,True,Weather-Correlated Engine
2026-04-09,Singapore,0.6096,6,60.3,True,Weather-Correlated Engine
2026-04-09,Rotterdam,0.5424,4,53.7,True,Weather-Correlated Engine
2026-04-09,Los Angeles,0.4956,4,49.1,True,Weather-Correlated Engine
2026-04-10,Shanghai,0.6094,6,60.3,True,Weather-Correlated Engine
2026-04-10,Singapore,0.6028,5,59.7,True,Weather-Correlated Engine
2026-04-10,Rotterdam,0.5532,6,54.8,True,Weather-Correlated Engine
2026-04-10,Los Angeles,0.5075,4,50.2,True,Weather-Correlated Engine
2026-04-11,Shanghai,0.6087,6,60.3,True,Weather-Correlated Engine
2026-04-11,Singapore,0.6161,6,61.0,True,Weather-Correlated Engine
2026-04-11,Rotterdam,0.5434,4,53.8,True,Weather-Correlated Engine
2026-04-11,Los Angeles,0.4862,5,48.1,True,Weather-Correlated Engine
2026-04-12,Shanghai,0.6392,6,63.3,True,Weather-Correlated Engine
2026-04-12,Singapore,0.6073,5,60.1,True,Weather-Correlated Engine
2026-04-12,Rotterdam,0.565,5,55.9,True,Weather-Correlated Engine
2026-04-12,Los Angeles,0.5104,6,50.5,True,Weather-Correlated Engine
2026-04-13,Shanghai,0.6455,7,63.9,True,Weather-Correlated Engine
2026-04-13,Singapore,0.6196,6,61.3,True,Weather-Correlated Engine
2026-04-13,Rotterdam,0.5479,4,54.2,True,Weather-Correlated Engine
2026-04-13,Los Angeles,0.5016,5,49.7,True,Weather-Correlated Engine
2026-04-14,Shanghai,0.6033,6,59.7,True,Weather-Correlated Engine
2026-04-14,Singapore,0.6072,7,60.1,True,Weather-Correlated Engine
2026-04-14,Rotterdam,0.5642,6,55.9,True,Weather-Correlated Engine
2026-04-14,Los Angeles,0.5193,4,51.4,True,Weather-Correlated Engine
2026-04-15,Shanghai,0.6393,5,63.3,True,Weather-Correlated Engine
2026-04-15,Singapore,0.6063,7,60.0,True,Weather-Correlated Engine
2026-04-15,Rotterdam,0.5587,5,55.3,True,Weather-Correlated Engine
2026-04-15,Los Angeles,0.5231,6,51.8,True,Weather-Correlated Engine
2026-04-16,Shanghai,0.6433,6,63.7,True,Weather-Correlated Engine
2026-04-16,Singapore,0.5927,4,58.7,True,Weather-Correlated Engine
2026-04-16,Rotterdam,0.5705,6,56.5,True,Weather-Correlated Engine
2026-04-16,Los Angeles,0.4924,3,48.7,True,Weather-Correlated Engine
2026-04-17,Shanghai,0.6345,5,62.8,True,Weather-Correlated Engine
2026-04-17,Singapore,0.6147,7,60.9,True,Weather-Correlated Engine
2026-04-17,Rotterdam,0.5695,6,56.4,True,Weather-Correlated Engine
2026-04-17,Los Angeles,0.5237,4,51.8,True,Weather-Correlated Engine
2026-04-18,Shanghai,0.6303,6,62.4,True,Weather-Correlated Engine
2026-04-18,Singapore,0.6109,7,60.5,True,Weather-Correlated Engine
2026-04-18,Rotterdam,0.5611,6,55.5,True,Weather-Correlated Engine
2026-04-18,Los Angeles,0.4991,3,49.4,True,Weather-Correlated Engine
2026-04-19,Shanghai,0.6181,6,61.2,True,Weather-Correlated Engine
2026-04-19,Singapore,0.5992,4,59.3,True,Weather-Correlated Engine
2026-04-19,Rotterdam,0.5583,5,55.3,True,Weather-Correlated Engine
2026-04-19,Los Angeles,0.5019,5,49.7,True,Weather-Correlated Engine
2026-04-20,Shanghai,0.6398,6,63.3,True,Weather-Correlated Engine
2026-04-20,Singapore,0.6043,5,59.8,True,Weather-Correlated Engine
2026-04-20,Rotterdam,0.5408,5,53.5,True,Weather-Correlated Engine
2026-04-20,Los Angeles,0.5207,5,51.6,True,Weather-Correlated Engine
2026-04-21,Shanghai,0.6482,5,64.2,True,Weather-Correlated Engine
2026-04-21,Singapore,0.5853,6,57.9,True,Weather-Correlated Engine
2026-04-21,Rotterdam,0.5427,4,53.7,True,Weather-Correlated Engine
2026-04-21,Los Angeles,0.5015,4,49.6,True,Weather-Correlated Engine
2026-04-22,Shanghai,0.6311,7,62.5,True,Weather-Correlated Engine
2026-04-22,Singapore,0.6022,6,59.6,True,Weather-Correlated Engine
2026-04-22,Rotterdam,0.5625,5,55.7,True,Weather-Correlated Engine
2026-04-22,Los Angeles,0.5242,4,51.9,True,Weather-Correlated Engine
2026-04-23,Shanghai,0.6258,5,62.0,True,Weather-Correlated Engine
2026-04-23,Singapore,0.6077,6,60.2,True,Weather-Correlated Engine
2026-04-23,Rotterdam,0.5428,5,53.7,True,Weather-Correlated Engine
2026-04-23,Los Angeles,0.5051,6,50.0,True,Weather-Correlated Engine
2026-04-24,Shanghai,0.6044,6,59.8,True,Weather-Correlated Engine
2026-04-24,Singapore,0.5916,4,58.6,True,Weather-Correlated Engine
2026-04-24,Rotterdam,0.5625,6,55.7,True,Weather-Correlated Engine
2026-04-24,Los Angeles,0.4812,3,47.6,True,Weather-Correlated Engine
2026-04-25,Shanghai,0.6394,7,63.3,True,Weather-Correlated Engine
2026-04-25,Singapore,0.5859,5,58.0,True,Weather-Correlated Engine
2026-04-25,Rotterdam,0.5456,6,54.0,True,Weather-Correlated Engine
2026-04-25,Los Angeles,0.4854,5,48.1,True,Weather-Correlated Engine
2026-04-26,Shanghai,0.6372,6,63.1,True,Weather-Correlated Engine
2026-04-26,Singapore,0.6151,5,60.9,True,Weather-Correlated Engine
2026-04-26,Rotterdam,0.5862,5,58.0,True,Weather-Correlated Engine
2026-04-26,Los Angeles,0.5001,4,49.5,True,Weather-Correlated Engine
2026-04-27,Shanghai,0.6364,7,63.0,True,Weather-Correlated Engine
2026-04-27,Singapore,0.6071,7,60.1,True,Weather-Correlated Engine
2026-04-27,Rotterdam,0.5508,6,54.5,True,Weather-Correlated Engine
2026-04-27,Los Angeles,0.5257,4,52.0,True,Weather-Correlated Engine
2026-04-28,Shanghai,0.6168,6,61.1,True,Weather-Correlated Engine
2026-04-28,Singapore,0.5769,4,57.1,True,Weather-Correlated Engine
2026-04-28,Rotterdam,0.5855,4,58.0,True,Weather-Correlated Engine
2026-04-28,Los Angeles,0.4854,5,48.1,True,Weather-Correlated Engine
2026-04-29,Shanghai,0.6325,7,62.6,True,Weather-Correlated Engine
2026-04-29,Singapore,0.6084,5,60.2,True,Weather-Correlated Engine
2026-04-29,Rotterdam,0.5562,6,55.1,True,Weather-Correlated Engine
2026-04-29,Los Angeles,0.5004,4,49.5,True,Weather-Correlated Engine
2026-04-30,Shanghai,0.635,6,62.9,True,Weather-Correlated Engine
2026-04-30,Singapore,0.5939,4,58.8,True,Weather-Correlated Engine
2026-04-30,Rotterdam,0.5881,5,58.2,True,Weather-Correlated Engine
2026-04-30,Los Angeles,0.5167,6,51.2,True,Weather-Correlated Engine
2026-05-01,Shanghai,0.6144,7,60.8,True,Weather-Correlated Engine
2026-05-01,Singapore,0.6116,5,60.5,True,Weather-Correlated Engine
2026-05-01,Rotterdam,0.5797,4,57.4,True,Weather-Correlated Engine
2026-05-01,Los Angeles,0.5098,5,50.5,True,Weather-Correlated Engine
2026-05-02,Shanghai,0.6112,5,60.5,True,Weather-Correlated Engine
2026-05-02,Singapore,0.619,5,61.3,True,Weather-Correlated Engine
2026-05-02,Rotterdam,0.5834,4,57.8,True,Weather-Correlated Engine
2026-05-02,Los Angeles,0.5297,6,52.4,True,Weather-Correlated Engine
2026-05-03,Shanghai,0.6148,6,60.9,True,Weather-Correlated Engine
2026-05-03,Singapore,0.5792,5,57.3,True,Weather-Correlated Engine
2026-05-03,Rotterdam,0.5545,5,54.9,True,Weather-Correlated Engine
2026-05-03,Los Angeles,0.5258,5,52.1,True,Weather-Correlated Engine
2026-05-04,Shanghai,0.6023,6,59.6,True,Weather-Correlated Engine
2026-05-04,Singapore,0.5973,4,59.1,True,Weather-Correlated Engine
2026-05-04,Rotterdam,0.5481,6,54.3,True,Weather-Correlated Engine
2026-05-04,Los Angeles,0.5188,6,51.4,True,Weather-Correlated Engine
2026-05-05,Shanghai,0.6304,5,62.4,True,Weather-Correlated Engine
2026-05-05,Singapore,0.5949,6,58.9,True,Weather-Correlated Engine
2026-05-05,Rotterdam,0.5822,6,57.6,True,Weather-Correlated Engine
2026-05-05,Los Angeles,0.5217,4,51.6,True,Weather-Correlated Engine
2026-05-06,Shanghai,0.603,5,59.7,True,Weather-Correlated Engine
2026-05-06,Singapore,0.5773,6,57.2,True,Weather-Correlated Engine
2026-05-06,Rotterdam,0.5685,6,56.3,True,Weather-Correlated Engine
2026-05-06,Los Angeles,0.4928,4,48.8,True,Weather-Correlated Engine
2026-05-07,Shanghai,0.6075,5,60.1,True,Weather-Correlated Engine
2026-05-07,Singapore,0.5811,4,57.5,True,Weather-Correlated Engine
2026-05-07,Rotterdam,0.5637,4,55.8,True,Weather-Correlated Engine
2026-05-07,Los Angeles,0.4964,3,49.1,True,Weather-Correlated Engine
2026-05-08,Shanghai,0.6413,6,63.5,True,Weather-Correlated Engine
2026-05-08,Singapore,0.6004,6,59.4,True,Weather-Correlated Engine
2026-05-08,Rotterdam,0.5642,6,55.9,True,Weather-Correlated Engine
2026-05-08,Los Angeles,0.4869,5,48.2,True,Weather-Correlated Engine
2026-05-09,Shanghai,0.6095,7,60.3,True,Weather-Correlated Engine
2026-05-09,Singapore,0.5731,4,56.7,True,Weather-Correlated Engine
2026-05-09,Rotterdam,0.5858,6,58.0,True,Weather-Correlated Engine
2026-05-09,Los Angeles,0.4943,3,48.9,True,Weather-Correlated Engine
2026-05-10,Shanghai,0.6383,7,63.2,True,Weather-Correlated Engine
2026-05-10,Singapore,0.605,5,59.9,True,Weather-Correlated Engine
2026-05-10,Rotterdam,0.5726,5,56.7,True,Weather-Correlated Engine
2026-05-10,Los Angeles,0.5149,5,51.0,True,Weather-Correlated Engine
2026-05-11,Shanghai,0.6318,5,62.6,True,Weather-Correlated Engine
2026-05-11,Singapore,0.6075,6,60.1,True,Weather-Correlated Engine
2026-05-11,Rotterdam,0.5629,6,55.7,True,Weather-Correlated Engine
2026-05-11,Los Angeles,0.4876,3,48.3,True,Weather-Correlated Engine
2026-05-12,Shanghai,0.6111,6,60.5,True,Weather-Correlated Engine
2026-05-12,Singapore,0.6179,6,61.2,True,Weather-Correlated Engine
2026-05-12,Rotterdam,0.5608,6,55.5,True,Weather-Correlated Engine
2026-05-12,Los Angeles,0.5274,5,52.2,True,Weather-Correlated Engine
2026-05-13,Shanghai,0.6015,6,59.5,True,Weather-Correlated Engine
2026-05-13,Singapore,0.5825,5,57.7,True,Weather-Correlated Engine
2026-05-13,Rotterdam,0.5538,6,54.8,True,Weather-Correlated Engine
2026-05-13,Los Angeles,0.4999,3,49.5,True,Weather-Correlated Engine
2026-05-14,Shanghai,0.6313,5,62.5,True,Weather-Correlated Engine
2026-05-14,Singapore,0.5885,5,58.3,True,Weather-Correlated Engine
2026-05-14,Rotterdam,0.5755,5,57.0,True,Weather-Correlated Engine
2026-05-14,Los Angeles,0.4884,4,48.3,True,Weather-Correlated Engine
2026-05-15,Shanghai,0.6191,6,61.3,True,Weather-Correlated Engine
2026-05-15,Singapore,0.5806,4,57.5,True,Weather-Correlated Engine
2026-05-15,Rotterdam,0.5644,5,55.9,True,Weather-Correlated Engine
2026-05-15,Los Angeles,0.5185,4,51.3,True,Weather-Correlated Engine
2026-05-16,Shanghai,0.6373,5,63.1,True,Weather-Correlated Engine
2026-05-16,Singapore,0.5854,4,58.0,True,Weather-Correlated Engine
2026-05-16,Rotterdam,0.5889,4,58.3,True,Weather-Correlated Engine
2026-05-16,Los Angeles,0.496,4,49.1,True,Weather-Correlated Engine
2026-05-17,Shanghai,0.6475,7,64.1,True,Weather-Correlated Engine
2026-05-17,Singapore,0.6108,5,60.5,True,Weather-Correlated Engine
2026-05-17,Rotterdam,0.564,4,55.8,True,Weather-Correlated Engine
2026-05-17,Los Angeles,0.5283,6,52.3,True,Weather-Correlated Engine
2026-05-18,Shanghai,0.6419,5,63.5,True,Weather-Correlated Engine
2026-05-18,Singapore,0.6162,7,61.0,True,Weather-Correlated Engine
2026-05-18,Rotterdam,0.5454,6,54.0,True,Weather-Correlated Engine
2026-05-18,Los Angeles,0.5053,5,50.0,True,Weather-Correlated Engine
2026-05-19,Shanghai,0.6242,7,61.8,True,Weather-Correlated Engine
2026-05-19,Singapore,0.5744,4,56.9,True,Weather-Correlated Engine
2026-05-19,Rotterdam,0.5851,4,57.9,True,Weather-Correlated Engine
2026-05-19,Los Angeles,0.5094,6,50.4,True,Weather-Correlated Engine
2026-05-20,Shanghai,0.6377,7,63.1,True,Weather-Correlated Engine
2026-05-20,Singapore,0.6135,5,60.7,True,Weather-Correlated Engine
2026-05-20,Rotterdam,0.586,4,58.0,True,Weather-Correlated Engine
2026-05-20,Los Angeles,0.4874,5,48.3,True,Weather-Correlated Engine
2026-05-21,Shanghai,0.6146,5,60.8,True,Weather-Correlated Engine
2026-05-21,Singapore,0.5851,6,57.9,True,Weather-Correlated Engine
2026-05-21,Rotterdam,0.5682,5,56.3,True,Weather-Correlated Engine
2026-05-21,Los Angeles,0.5177,4,51.2,True,Weather-Correlated Engine
2026-05-22,Shanghai,0.6132,5,60.7,True,Weather-Correlated Engine
2026-05-22,Singapore,0.6074,6,60.1,True,Weather-Correlated Engine
2026-05-22,Rotterdam,0.5633,4,55.8,True,Weather-Correlated Engine
2026-05-22,Los Angeles,0.52,4,51.5,True,Weather-Correlated Engine
2026-05-23,Shanghai,0.6121,5,60.6,True,Weather-Correlated Engine
2026-05-23,Singapore,0.57,5,56.4,True,Weather-Correlated Engine
2026-05-23,Rotterdam,0.5537,6,54.8,True,Weather-Correlated Engine
2026-05-23,Los Angeles,0.5096,6,50.4,True,Weather-Correlated Engine
2026-05-24,Shanghai,0.6435,5,63.7,True,Weather-Correlated Engine
2026-05-24,Singapore,0.5941,4,58.8,True,Weather-Correlated Engine
2026-05-24,Rotterdam,0.5447,5,53.9,True,Weather-Correlated Engine
2026-05-24,Los Angeles,0.5199,5,51.5,True,Weather-Correlated Engine
2026-05-25,Shanghai,0.6153,6,60.9,True,Weather-Correlated Engine
2026-05-25,Singapore,0.6131,6,60.7,True,Weather-Correlated Engine
2026-05-25,Rotterdam,0.5551,6,55.0,True,Weather-Correlated Engine
2026-05-25,Los Angeles,0.4899,3,48.5,True,Weather-Correlated Engine
2026-05-26,Shanghai,0.6441,6,63.8,True,Weather-Correlated Engine
2026-05-26,Singapore,0.5979,5,59.2,True,Weather-Correlated Engine
2026-05-26,Rotterdam,0.5697,5,56.4,True,Weather-Correlated Engine
2026-05-26,Los Angeles,0.4853,3,48.0,True,Weather-Correlated Engine
2026-05-27,Shanghai,0.6498,7,64.3,True,Weather-Correlated Engine
2026-05-27,Singapore,0.5977,6,59.2,True,Weather-Correlated Engine
2026-05-27,Rotterdam,0.5763,5,57.0,True,Weather-Correlated Engine
2026-05-27,Los Angeles,0.5203,4,51.5,True,Weather-Correlated Engine
2026-05-28,Shanghai,0.6012,5,59.5,True,Weather-Correlated Engine
2026-05-28,Singapore,0.5978,6,59.2,True,Weather-Correlated Engine
2026-05-28,Rotterdam,0.5794,4,57.4,True,Weather-Correlated Engine
2026-05-28,Los Angeles,0.507,4,50.2,True,Weather-Correlated Engine
2026-05-29,Shanghai,0.6353,5,62.9,True,Weather-Correlated Engine
2026-05-29,Singapore,0.6016,5,59.6,True,Weather-Correlated Engine
2026-05-29,Rotterdam,0.5815,4,57.6,True,Weather-Correlated Engine
2026-05-29,Los Angeles,0.5016,3,49.7,True,Weather-Correlated Engine
2026-05-30,Shanghai,0.602,4,59.6,True,Weather-Correlated Engine
2026-05-30,Singapore,0.5855,4,58.0,True,Weather-Correlated Engine
2026-05-30,Rotterdam,0.5732,5,56.7,True,Weather-Correlated Engine
2026-05-30,Los Angeles,0.4844,3,48.0,True,Weather-Correlated Engine
2026-05-31,Shanghai,0.6096,5,60.4,True,Weather-Correlated Engine
2026-05-31,Singapore,0.5955,4,59.0,True,Weather-Correlated Engine
2026-05-31,Rotterdam,0.5557,5,55.0,True,Weather-Correlated Engine
2026-05-31,Los Angeles,0.4923,4,48.7,True,Weather-Correlated Engine
2026-06-01,Shanghai,0.7185,7,71.1,True,Weather-Correlated Engine
2026-06-01,Singapore,0.6948,5,68.8,True,Weather-Correlated Engine
2026-06-01,Rotterdam,0.6689,7,66.2,True,Weather-Correlated Engine
2026-06-01,Los Angeles,0.59,5,58.4,True,Weather-Correlated Engine
2026-06-02,Shanghai,0.7174,8,71.0,True,Weather-Correlated Engine
2026-06-02,Singapore,0.6951,5,68.8,True,Weather-Correlated Engine
2026-06-02,Rotterdam,0.6872,5,68.0,True,Weather-Correlated Engine
2026-06-02,Los Angeles,0.6153,7,60.9,True,Weather-Correlated Engine
2026-06-03,Shanghai,0.7472,7,74.0,True,Weather-Correlated Engine
2026-06-03,Singapore,0.6727,7,66.6,True,Weather-Correlated Engine
2026-06-03,Rotterdam,0.6793,6,67.3,True,Weather-Correlated Engine
2026-06-03,Los Angeles,0.6093,6,60.3,True,Weather-Correlated Engine
2026-06-04,Shanghai,0.7129,6,70.6,True,Weather-Correlated Engine
2026-06-04,Singapore,0.7174,6,71.0,True,Weather-Correlated Engine
2026-06-04,Rotterdam,0.6735,7,66.7,True,Weather-Correlated Engine
2026-06-04,Los Angeles,0.6136,5,60.7,True,Weather-Correlated Engine
2026-06-05,Shanghai,0.7103,8,70.3,True,Weather-Correlated Engine
2026-06-05,Singapore,0.6915,7,68.5,True,Weather-Correlated Engine
2026-06-05,Rotterdam,0.6651,6,65.8,True,Weather-Correlated Engine
2026-06-05,Los Angeles,0.6101,5,60.4,True,Weather-Correlated Engine
2026-06-06,Shanghai,0.7177,7,71.1,True,Weather-Correlated Engine
2026-06-06,Singapore,0.7112,6,70.4,True,Weather-Correlated Engine
2026-06-06,Rotterdam,0.6425,7,63.6,True,Weather-Correlated Engine
2026-06-06,Los Angeles,0.5957,5,59.0,True,Weather-Correlated Engine
2026-06-07,Shanghai,0.7152,8,70.8,True,Weather-Correlated Engine
2026-06-07,Singapore,0.7064,7,69.9,True,Weather-Correlated Engine
2026-06-07,Rotterdam,0.658,5,65.1,True,Weather-Correlated Engine
2026-06-07,Los Angeles,0.6109,6,60.5,True,Weather-Correlated Engine
2026-06-08,Shanghai,0.7306,8,72.3,True,Weather-Correlated Engine
2026-06-08,Singapore,0.6856,5,67.9,True,Weather-Correlated Engine
2026-06-08,Rotterdam,0.6892,7,68.2,True,Weather-Correlated Engine
2026-06-08,Los Angeles,0.6084,5,60.2,True,Weather-Correlated Engine
2026-06-09,Shanghai,0.746,7,73.9,True,Weather-Correlated Engine
2026-06-09,Singapore,0.6747,5,66.8,True,Weather-Correlated Engine
2026-06-09,Rotterdam,0.6728,5,66.6,True,Weather-Correlated Engine
2026-06-09,Los Angeles,0.593,4,58.7,True,Weather-Correlated Engine
2026-06-10,Shanghai,0.7022,7,69.5,True,Weather-Correlated Engine
2026-06-10,Singapore,0.6984,6,69.1,True,Weather-Correlated Engine
2026-06-10,Rotterdam,0.68,5,67.3,True,Weather-Correlated Engine
2026-06-10,Los Angeles,0.6005,4,59.4,True,Weather-Correlated Engine
2026-06-11,Shanghai,0.734,8,72.7,True,Weather-Correlated Engine
2026-06-11,Singapore,0.7113,8,70.4,True,Weather-Correlated Engine
2026-06-11,Rotterdam,0.6892,7,68.2,True,Weather-Correlated Engine
2026-06-11,Los Angeles,0.5894,5,58.3,True,Weather-Correlated Engine
2026-06-12,Shanghai,0.7012,7,69.4,True,Weather-Correlated Engine
2026-06-12,Singapore,0.6894,5,68.3,True,Weather-Correlated Engine
2026-06-12,Rotterdam,0.6728,6,66.6,True,Weather-Correlated Engine
2026-06-12,Los Angeles,0.5942,4,58.8,True,Weather-Correlated Engine
2026-06-13,Shanghai,0.7244,7,71.7,True,Weather-Correlated Engine
2026-06-13,Singapore,0.6894,7,68.2,True,Weather-Correlated Engine
2026-06-13,Rotterdam,0.6574,5,65.1,True,Weather-Correlated Engine
2026-06-13,Los Angeles,0.6037,6,59.8,True,Weather-Correlated Engine
2026-06-14,Shanghai,0.7028,7,69.6,True,Weather-Correlated Engine
2026-06-14,Singapore,0.6983,5,69.1,True,Weather-Correlated Engine
2026-06-14,Rotterdam,0.6578,6,65.1,True,Weather-Correlated Engine
2026-06-14,Los Angeles,0.6045,4,59.8,True,Weather-Correlated Engine
2026-06-15,Shanghai,0.7038,6,69.7,True,Weather-Correlated Engine
2026-06-15,Singapore,0.6702,7,66.4,True,Weather-Correlated Engine
2026-06-15,Rotterdam,0.6817,7,67.5,True,Weather-Correlated Engine
2026-06-15,Los Angeles,0.6116,6,60.6,True,Weather-Correlated Engine
2026-06-16,Shanghai,0.7468,8,73.9,True,Weather-Correlated Engine
2026-06-16,Singapore,0.6777,5,67.1,True,Weather-Correlated Engine
2026-06-16,Rotterdam,0.64,5,63.4,True,Weather-Correlated Engine
2026-06-16,Los Angeles,0.5927,5,58.7,True,Weather-Correlated Engine
2026-06-17,Shanghai,0.7388,6,73.1,True,Weather-Correlated Engine
2026-06-17,Singapore,0.6906,7,68.4,True,Weather-Correlated Engine
2026-06-17,Rotterdam,0.6571,7,65.1,True,Weather-Correlated Engine
2026-06-17,Los Angeles,0.5834,6,57.8,True,Weather-Correlated Engine
2026-06-18,Shanghai,0.7299,8,72.3,True,Weather-Correlated Engine
2026-06-18,Singapore,0.6796,6,67.3,True,Weather-Correlated Engine
2026-06-18,Rotterdam,0.6801,5,67.3,True,Weather-Correlated Engine
2026-06-18,Los Angeles,0.6156,7,60.9,True,Weather-Correlated Engine
2026-06-19,Shanghai,0.7423,7,73.5,True,Weather-Correlated Engine
2026-06-19,Singapore,0.7129,7,70.6,True,Weather-Correlated Engine
2026-06-19,Rotterdam,0.6561,7,64.9,True,Weather-Correlated Engine
2026-06-19,Los Angeles,0.62,6,61.4,True,Weather-Correlated Engine
2026-06-20,Shanghai,0.7188,6,71.2,True,Weather-Correlated Engine
2026-06-20,Singapore,0.6844,7,67.8,True,Weather-Correlated Engine
2026-06-20,Rotterdam,0.6453,6,63.9,True,Weather-Correlated Engine
2026-06-20,Los Angeles,0.5827,5,57.7,True,Weather-Correlated Engine
2026-06-21,Shanghai,0.713,8,70.6,True,Weather-Correlated Engine
2026-06-21,Singapore,0.7145,8,70.7,True,Weather-Correlated Engine
2026-06-21,Rotterdam,0.6757,5,66.9,True,Weather-Correlated Engine
2026-06-21,Los Angeles,0.6298,7,62.3,True,Weather-Correlated Engine
2026-06-22,Shanghai,0.7493,8,74.2,True,Weather-Correlated Engine
2026-06-22,Singapore,0.7078,8,70.1,True,Weather-Correlated Engine
2026-06-22,Rotterdam,0.6538,6,64.7,True,Weather-Correlated Engine
2026-06-22,Los Angeles,0.5911,4,58.5,True,Weather-Correlated Engine
2026-06-23,Shanghai,0.7268,8,71.9,True,Weather-Correlated Engine
2026-06-23,Singapore,0.6754,7,66.9,True,Weather-Correlated Engine
2026-06-23,Rotterdam,0.6523,5,64.6,True,Weather-Correlated Engine
2026-06-23,Los Angeles,0.5821,5,57.6,True,Weather-Correlated Engine
2026-06-24,Shanghai,0.7046,6,69.8,True,Weather-Correlated Engine
2026-06-24,Singapore,0.7039,5,69.7,True,Weather-Correlated Engine
2026-06-24,Rotterdam,0.6527,7,64.6,True,Weather-Correlated Engine
2026-06-24,Los Angeles,0.6127,5,60.7,True,Weather-Correlated Engine
2026-06-25,Shanghai,0.7096,8,70.2,True,Weather-Correlated Engine
2026-06-25,Singapore,0.6811,7,67.4,True,Weather-Correlated Engine
2026-06-25,Rotterdam,0.674,7,66.7,True,Weather-Correlated Engine
2026-06-25,Los Angeles,0.6125,6,60.6,True,Weather-Correlated Engine
2026-06-26,Shanghai,0.7244,6,71.7,True,Weather-Correlated Engine
2026-06-26,Singapore,0.7064,7,69.9,True,Weather-Correlated Engine
2026-06-26,Rotterdam,0.6674,6,66.1,True,Weather-Correlated Engine
2026-06-26,Los Angeles,0.5997,6,59.4,True,Weather-Correlated Engine
2026-06-27,Shanghai,0.7095,8,70.2,True,Weather-Correlated Engine
2026-06-27,Singapore,0.6929,6,68.6,True,Weather-Correlated Engine
2026-06-27,Rotterdam,0.675,7,66.8,True,Weather-Correlated Engine
2026-06-27,Los Angeles,0.6183,5,61.2,True,Weather-Correlated Engine
2026-06-28,Shanghai,0.745,7,73.8,True,Weather-Correlated Engine
2026-06-28,Singapore,0.678,6,67.1,True,Weather-Correlated Engine
2026-06-28,Rotterdam,0.6406,6,63.4,True,Weather-Correlated Engine
2026-06-28,Los Angeles,0.5951,4,58.9,True,Weather-Correlated Engine
2026-06-29,Shanghai,0.7122,7,70.5,True,Weather-Correlated Engine
2026-06-29,Singapore,0.712,8,70.5,True,Weather-Correlated Engine
2026-06-29,Rotterdam,0.6584,6,65.2,True,Weather-Correlated Engine
2026-06-29,Los Angeles,0.6136,5,60.7,True,Weather-Correlated Engine
2026-06-30,Shanghai,0.7183,6,71.1,True,Weather-Correlated Engine
2026-06-30,Singapore,0.7172,6,71.0,True,Weather-Correlated Engine
2026-06-30,Rotterdam,0.6642,5,65.8,True,Weather-Correlated Engine
2026-06-30,Los Angeles,0.5952,5,58.9,True,Weather-Correlated Engine
2026-07-01,Shanghai,0.7486,6,74.1,True,Weather-Correlated Engine
2026-07-01,Singapore,0.7147,8,70.8,True,Weather-Correlated Engine
2026-07-01,Rotterdam,0.6765,5,67.0,True,Weather-Correlated Engine
2026-07-01,Los Angeles,0.6056,5,60.0,True,Weather-Correlated Engine
2026-07-02,Shanghai,0.7142,8,70.7,True,Weather-Correlated Engine
2026-07-02,Singapore,0.6839,7,67.7,True,Weather-Correlated Engine
2026-07-02,Rotterdam,0.6576,6,65.1,True,Weather-Correlated Engine
2026-07-02,Los Angeles,0.6294,5,62.3,True,Weather-Correlated Engine
2026-07-03,Shanghai,0.7076,7,70.1,True,Weather-Correlated Engine
2026-07-03,Singapore,0.6969,7,69.0,True,Weather-Correlated Engine
